id,text,lang
1495561365183995906,i am smiling today because my at home covid test was negative yesterday! https://t.co/vevf9nwhb9,en
1495561365012062210,"@ophirgottlieb my family has lost everything, we live in a 12x28 shed(were in the process of turning it into a tiny… https://t.co/1qid82wnou",en
1495561366568161287,rt @jackposobiec: why does the government expect us to believe them about ukraine after what they just pulled with covid,en
1495561366282903553,the day #blackfacehitler #wefpuppet  @justintrudeau's unbadged brown-shirts (directed by a chief who after g20 in t… https://t.co/aki7wg3ifo,en
1495561368430424071,rt @jackposobiec: why does the government expect us to believe them about ukraine after what they just pulled with covid,en
1495561368602177538,rt @ianmsc: fauci on june 3rd: “covid surges could hit states with low vaccination rates”reality on february 20th: highly vaccinated main…,en
1495561370095562752,"and that fucking covid being a shithead just when i was starting to try and go out challenge my social anxiety, int… https://t.co/pbfdq1scvz",en
1495561370439491588,"rt @skmorefield: ""the c.d.c. has been routinely collecting information since the covid vaccines were first rolled out last year ... the age…",en
1495561370431266816,"this report is so comprehensive, i should show it to my friends!#covid19#covid-19#covid#omicron https://t.co/7siqslr8hy",en
1495561370724708356,rt @jackposobiec: why does the government expect us to believe them about ukraine after what they just pulled with covid,en
1495561370519097346,rt @kirawontmiss: one sip of mcdonald’s sprite and its wraps,en
1495561370825551875,"rt @l_wahanui: scott, i hate to break to you, but prices for near well everything have gone up astronomical amounts since your government w…",en
1495561370875670529,rt @bleacherreport: donovan mitchell will not be playing in the all-star game due to a non-covid-19-related upper respiratory illness https…,en
1495561371609616389,"rt @devilstower: 21 years ago, one guy, in england, put explosives in his shoes and tried to light them with a match. no one was harmed. fo…",en
1495561371324461059,"‘we’re doing everything we can survive.’ as us pushes to a pre-covid reality, high-risk and disabled americans feel… https://t.co/zpimdlkgwn",en
1495561372209487878,rt @marcwortel5: does anyone really care about covid numbers anymore ?🤔get booster shots people's &amp; let's get the show back on the road .…,en
1495561372456923138,"rt @colwillstephen: covid deaths ! germany 121,000 / italy 153,000 / spain 97998 / sweden 16852 / netherlands 21475 / greece 25260 / france…",en
1495561372578590725,"rt @dyradyre: siapa cakap tak apa la kena covid…you don’t know how it’s gonna be for you if kena…vaccines will help but really, everyone is…",en
1495561373409230852,rt @goodfoodgal: question for the chief health officers of australia: what are the medium to long term effects of the covid vaccine on yo…,en
1495561373866029058,"rt @skmorefield: ""the c.d.c. has been routinely collecting information since the covid vaccines were first rolled out last year ... the age…",en
1495561374797340674,rt @practiceupdate: survivors of severe covid-19 report many long-term symptomshttps://t.co/pvv6vv8gks,en
1495561375674138624,@firstbankngr urgent news! impending global food crisis! an astonishing solution!an introduction to the happies… https://t.co/oheweouydu,en
1495561375623569409,"@yumcoconutmilk @tcburkejr meh, they’re all dead or dying from covid. let racist dogs lie.",en
1495561375862726657,rt @jackposobiec: why does the government expect us to believe them about ukraine after what they just pulled with covid,en
1495561375883862020,"rt @middleageriot: donald trump had four years to fix our ""rigged"" election system but didn't do it because he was too busy not building th…",en
1495561376512815107,"rt @lauramiers: we hear a lot about all the tools we have to coexist with covid. well, i’ve had longcovid for over 2 years now, &amp; the only…",en
1495561377108443136,rt @deripmaver: homophobia doesn't exist in the yuri on ice universe but apparently covid does 😭,en
1495561377427374080,everytime i buy a ticket on line and it talks about being clean and sanitized for covid. its a damn lie.,en
1495561378257584131,"rt @devilstower: 21 years ago, one guy, in england, put explosives in his shoes and tried to light them with a match. no one was harmed. fo…",en
1495561378589028356,"rt @mynamesnotgordy: what i learnt on the twitter this week:1. doug ford says ""ontario is done with covid!"" announces ontario closing cov…",en
1495561378983292932,"britain’s queen elizabeth has tested positive for covid-19, buckingham palace said on sunday. her symptoms are mild… https://t.co/fy9rnngeka",en
1495561379796901891,"@jackposobiec they wouldn't lie about covid either, but that frog is is now starting to boilhttps://t.co/v6xpv8nxk3",en
1495561380161851397,"rt @jennifersey: “the agency has been reluctant to make those figures public, the official said, because they might be misinterpreted as th…",en
1495561380283531271,"rt @dwuhlfelderlaw: 68,902 floridians have reportedly died from covid-19. desantis won his gubernatorial race in 2018 by 32,463 votes.",en
1495561380367376388,rt @jackposobiec: why does the government expect us to believe them about ukraine after what they just pulled with covid,en
1495561380782563332,rt @severy1975: according to several leading experts:1) if you have flu you will test positive for covid2) you can’t get covid twice3) c…,en
1495561381285924869,rt @jackposobiec: why does the government expect us to believe them about ukraine after what they just pulled with covid,en
1495561381370040323,rt @justicetournews: justin bieber is recovering from covid-19 in a recent post from scooter braun. vegas show has been rescheduled to june…,en
1495561381348847618,"rt @anna_soubry: the latest figures i have (jan 31st #thetimes) uk has had more #covid deaths than germany, spain, france,  netherlands  et…",en
1495561383257284619,rt @jackposobiec: why does the government expect us to believe them about ukraine after what they just pulled with covid,en
1495561383240679426,"@continu_um @sanctitus @larry_d0g fuck, every time i explain it you literally can't comprehend.either way, they'd… https://t.co/krvydhurk5",en
1495561384293289984,rt @wsonlinenews: trudeau released from covid isolation after only 13 hourshttps://t.co/ujb6ga895m #trudeau #rempelgarner #covid19 #cdnpoli,en
1495561385165664256,rt @vic_rollison: i’ve now seen multiple murdoch/nine people falsely claiming only 83 people died of covid and not some other illness. this…,en
1495561385257971716,rt @jackposobiec: why does the government expect us to believe them about ukraine after what they just pulled with covid,en
1495561386809651203,"rt @leezeldin: it's february 20, 2022, almost two years into ""15 days to slow the spread"". kids as young as two-years-old are still stuck i…",en
1495561386428088325,rt @jackposobiec: why does the government expect us to believe them about ukraine after what they just pulled with covid,en
1495561387619225602,rt @tomfitton: corrupt and politicized @cdcgov hiding almost all the booster and other covid data it collects--including hospitalizations b…,en
1495561387879325703,"rt @redsthebest23: i might be wrong, but... self employed people don't suffer from long covid!",en
1495561388378443777,this is a very bad idea……….🤔😢😡🤬😱covid self-isolation rules in england set to be removed by end of next w...… https://t.co/lg9kmmxfeo,en
1495561389498572802,"rt @sbsnews: australia has opened its international borders to all vaccinated tourists, nearly two years after the nation first imposed som…",en
1495561391251816450,rt @katykray73: does the queen have covid because her son is facing intensive media scrutiny for being a deviant and jean-luc brunel just d…,en
1495561392249872397,rt @jackposobiec: why does the government expect us to believe them about ukraine after what they just pulled with covid,en
1495561392241647616,"#covid19#covid-19#covid#omicronmy friends and i have always believed that e-cigarette pneumonia is covid-19, and no… https://t.co/c2f5bsad9a",en
1495561392480563202,"rt @anna_soubry: the latest figures i have (jan 31st #thetimes) uk has had more #covid deaths than germany, spain, france,  netherlands  et…",en
1495561392480563201,since i had covid in december my body has not been the same 🤧,en
1495561392518217735,"rt @djdynamicnc: @fordnation @pbethlenfalvy i will as long as i can be certain the patrons are vaccinated, so i know my risk of being expos…",en
1495561392761495553,not sure i will sleep much tonight tbhnervous about my covid test before we fly to dubai on wednesday 🤞,en
1495561392967012358,"rt @vprasadmdmph: all i know is: if you read the studies they are publishing, the reason they aren't sharing this data is absolutely not th…",en
1495561392212033538,just wanted to let my friends know that the momma's momma has covid and is in da hospital. so we might not post as… https://t.co/zb8dauxl7n,en
1495561393453547525,"@limits_stop @gab_h_r this is isn't just covidmost auto-immune reactions are this happeningfor example, we just… https://t.co/bllhncyyuq",en
1495561394561105920,rt @mrmokelly: montgomery bus boycott lasted more than a year.  neighbors helped one-another with transporation. snipers shot black citizen…,en
1495561394435104772,"rt @rohmac: 27% of the uk population has had covid. over 160,000 have died. and boris johnson, supported by the sun, is ""claiming victory…",en
1495561394602881026,"rt @drfrancesryan: even by the mail’s standards, this is grotesque propaganda. coronavirus isn’t some moral challenge - if you try hard eno…",en
1495561394779000834,rt @solnatamd: it only takes one time to have covid &amp; end up with debilitating endless long covid.,en
1495561394678386698,"rt @lauramiers: “two full years into the pandemic, the agency leading the country’s response to the public health emergency has published o…",en
1495561395320274944,"rt @br_cse_iitb: covid vaccine coercion 'counter-productive', immunity from natural exposure lasts longerhttps://t.co/tzhetzdasx@pmoindia…",en
1495561396381175809,rt @sovmichael: covid-19 was a tool that was purposed to disrupt and dismantle -- to prepare the economic and social environment for the bi…,en
1495561396658089985,"rt @devilstower: 21 years ago, one guy, in england, put explosives in his shoes and tried to light them with a match. no one was harmed. fo…",en
1495561396884545536,rt @stevietgrant: https://t.co/e85ipnmqxfdoctor with long covid who suffered violent shakes and hallucinations attacks boris johnson's pla…,en
1495561397098643458,rt @ajf140_amanda: i’m a teacher . i’ve had my 3 jabs. i got covid from a pupil and my class of 28 went down to 9 as it spread through the…,en
1495561397174153216,there are 2365 new community cases of covid-19 in new zealand today.,en
1495561398440529922,today in germany you can see the canadian flag being flown at their freedom rally,en
1495561398843101186,rt @jackposobiec: why does the government expect us to believe them about ukraine after what they just pulled with covid,en
1495561399443116034,c.d.c. withheld significant amount of pandemic related datahttps://t.co/jsact3fggv,en
1495561399719784450,the french flew it in their latest protest and they’ve been protesting for their going on 33rd weekend straight,en
1495561399824629760,"even if you say it ten thousand times, a lie cannot come true. this time an authoritative slap in the face came.… https://t.co/bj21utf6ny",en
1495561400005054467,@usmlr @therugbynetwork @sdlegion @seawolvesrugby @dallasjackals @gilgronis @nolagoldrugby @rugbyatl @oldglorydc… https://t.co/2msju3ebll,en
1495561400244129800,"rt @cbnation_twt: as for the second feature film, #melaniemartinez says it’ll take a lengthy process to create it due to covid-19 restricti…",en
1495561400457990146,"rt @alecstapp: prior to covid, the average time between identifying a novel pathogen and developing a vaccine was 48 years.operation warp…",en
1495561400432926726,two month later and i still have this covid cough. 😓,en
1495561401036787712,rt @kidsneednormal: @fynn_fan college students/teens were ground zero for what i have deemed the “covid vax experiment” much like elementar…,en
1495561402332844036,rt @michellegotto: @slooterman i genuinely believe that if medicine hadn’t spent the last 100 yrs dismissing illnesses that mainly impact w…,en
1495561402760761345,"rt @davos_prison: 6 months into covid in june 2020 klaus schwab released his book ""the great reset"" where he conflates the ""pandemic as a g…",en
1495561402870022146,"rt @juan_cambeiro: paxlovid, which reduces the risk of covid hospitalization/death by 88% if taken within five days of symptom onset, is no…",en
1495561403616440320,rt @cleavon_md: there are a significant number of people suffering from #longcovid among the 409 million infected. this needs more attentio…,en
1495561404107173890,"@sebgorka democratically elected 3 times, wanna compare covid numbers? or can you still not count to 4 unless you’re naked?",en
1495561404987887617,@tallysye lots. the police reported this morning that officers on duty at the insurrection are now testing positive for covid.,en
1495561405428547584,@saracarterdc covid data trackerhttps://t.co/wvxvdyr3dt @saracarterdc,en
1495561406015582213,"@petersjvecrumba @frankielesss @michaelpsenger @penjussi the list goes on, there’s been more suicides and overdoses… https://t.co/qkqoelkw0n",en
1495561406258819077,"rt @nakolewatson: i will never forget how when the article came out that said black people were more likely to die from covid-19, all of th…",en
1495561407282429954,"rt @justintrudeau: my thoughts, and the thoughts of millions of canadians, are with her majesty queen elizabeth ii today. we’re wishing her…",en
1495561406824927239,is the covid-19 pandemic in the us possibly nearing an end?https://t.co/kljcadccar #covid19 https://t.co/p2ni5nxlvn,en
1495561408418832385,rt @mail_american: why isn't the cdc making public large portion of the covid-19 data it collects?,en
1495561408326549508,please use the link below to check you have all of the paperwork you need to cross the border between great britain… https://t.co/wytcdk8bnd,en
1495561409500893185,"rt @juan_cambeiro: if you have an older/vulnerable family member who catches covid (or you're older/high-risk yourself), definitely seek ou…",en
1495561409576513537,"rt @msandristbuster: this is how commies think. they are the scum of the earth, and imbeciles keep voting them in. i think we need to make…",en
1495561409660289024,rt @pagesix: messages of support pour in for queen elizabeth after covid diagnosis https://t.co/ebgzdfxqvm https://t.co/pqypctudqc,en
1495561411635855361,woke up in the morning to dear lilibet getting covid and thought about how she's so done,en
1495561411740647427,"rt @ericboehlert: interesting, @thisweekabc just had 10 min convo re: dems disarray. (covid! inflation!) not one word about trump smuggli…",en
1495561412718231552,"rt @julieoz836: @ozloop @brucer29788834 at least 2,000 premature deaths due to illegal robodebt,4,912 deaths due to covid-19,deaths on surg…",en
1495561412890009600,rt @mikeascotto: utah jazz star donovan mitchell won’t play in tonight’s all-star game due to an upper respiratory illness (non-covid-relat…,en
1495561413481406470,rt @99_redballoonz: the sage minutes show the link between policy &amp; science has been severed.- significant potential for transmission to…,en
1495561413498183690,"rt @uk_domain_names: ""the policy change on monday [will] make it legal for people to mix with other members of the public, such as getting…",en
1495561413431074816,who would trust these incompetent morons with anything? progressive liberal democrats would  https://t.co/1h5awbgwby,en
1495561413762613248,macau seeing imported covid-19 cases from hong kong... four more asymptomatic https://t.co/mk0tu2flzt #hongkong #macau #covid19,en
1495561414206971904,"rt @devilstower: 21 years ago, one guy, in england, put explosives in his shoes and tried to light them with a match. no one was harmed. fo…",en
1495561414190288897,"rt @authormaf: oh! this whole time, we just needed to be ""over"" covid to have it magically go away! silly us! we could've been done with th…",en
1495561414488240128,rt @tomaskenn: ron desantis and republicans are punishing school districts that had temporary mask requirements during a surge in covid cas…,en
1495561415142293505,rt @jackposobiec: why does the government expect us to believe them about ukraine after what they just pulled with covid,en
1495561415519842306,rt @jackposobiec: why does the government expect us to believe them about ukraine after what they just pulled with covid,en
1495561416073363459,rt @jackposobiec: why does the government expect us to believe them about ukraine after what they just pulled with covid,en
1495561415649861635,#nuremberg2. see ya there,en
1495561416740323335,rt @jos__fagundes: do former bears get a covid year of eligibility or is that just in college? cuz i’ll use it to rock these unis,en
1495561417130455041,what you won't hear from legacy media lapdogsit's time to wake up...and... take action!#truckersforfreedom… https://t.co/khatdlkqbd,en
1495561417348501504,@mightyboink @cbcnews i wonder why no covid breakout amongst all these unmasked unvaxed folks hugging for 3 weeks? 🤔,en
1495561418661376003,rt @buffysu58183737: calling your children superspreaders. classic. i’m sure they’ll grow up to be well adjusted people. 😂,en
1495561418912980998,"rt @buleste: @hendopolis alternative headline:woman, 95, tests positive for covid but keeps on working to pay for pervert son.",en
1495561419433070593,thread. yet more reasons letting everyone get #covid19 is a terrible strategy.,en
1495561420049633280,india has it right and no surprise china won’t approve the vaccine.  https://t.co/kfqwlmlipx,en
1495561420380979204,"rt @drfrancesryan: even by the mail’s standards, this is grotesque propaganda. coronavirus isn’t some moral challenge - if you try hard eno…",en
1495561420762750981,"gaaawwwddd if only covid didnt happen, i’d have seen this oty mingyu in person too😭😭",en
1495561421291089922,@petite1421 @biebtanworld omg he has covid nooooo,en
1495561421676969986,rt @repleezeldin: all covid mandates must end today! we reject the left’s “new normal”. nothing about this is normal. it’s quite deranged a…,en
1495561422587191297,"rt @mlala_ms: this is what i’m most afraid of. i was hospitalized in 2013 with double pneumonia and a super flu, my lungs are compromised-…",en
1495561422625185792,@firstbankngr urgent news! impending global food crisis! an astonishing solution!an introduction to the happies… https://t.co/jm0dzx35s9,en
1495561423342215169,"rt @uk_rants: anna soubry: ""we [uk] have the 2nd worst death rate in europe, 2nd only to italy...""@ajcdeane: ""that's not true"". 🔥🔥#skypap…",en
1495561423782559748,rt @neileastell: anna soubry lies on #skypapers . she has said uk has the second worst covid deaths in europe. she cannot be bothered to ta…,en
1495561424025882625,"brief take on “the metaverse”a: gaming, social, leisure,… was already remoteb: work was not remote that much“… https://t.co/exshwkrby0",en
1495561424868831236,"rt @hopkinsjeff: the new two solitudes: 1) 20,000 people protesting 20 different things but looking like a single mob &amp; embarrassing themse…",en
1495561425195986944,"rt @ryuminating: 🐨 actually of the four of us who came back from the us at that time, i was the only one who got covid. even on the plane t…",en
1495561425267343364,rt @nbsaphiermd: the cdc’s response when questioned about their withholding of covid data and lack of transparency is essentially “we don’t…,en
1495561425728593920,rt @bellawallerstei: so proud of my little brother who is smashing it. his first single ‘the void’ has been trending on itunes. album to co…,en
1495561425883828224,"rt @atrupar: covid has now killed about 930,000 americans -- a number equivalent with the 13th largest city in the country, in between fort…",en
1495561426123075586,rt @jackposobiec: why does the government expect us to believe them about ukraine after what they just pulled with covid,en
1495561426337173506,covid making me lose weight because i have no appetite so i’m literally gonna look like a skeleton,en
1495561426794336257,rt @justinwelby: every sunday across the church of england we pray for her majesty the queen. we pray today especially for her comfort an…,en
1495561427234426887,"rt @mrobertsqld: the covid virus exists, yet the data on deaths show no pandemic of deaths - no pandemic.the covid virus exists, yet the…",en
1495561427586797570,"@mhbillinghurst so well done! watching s3, which premieres on the 28th. i was worried the actors wouldn’t be as bel… https://t.co/xmgdjajjc7",en
1495561428220395522,rt @3rdsource_: #covid #covid-19 #omicronvariant #omicron we have something to say!!! we are the people!!! https://t.co/y6uglsevr0 https://…,en
1495561428971016194,rt @rudepundit: you see the difference there?blm protests were about black people getting murdered by police.antivax/mask/mandate protest…,en
1495561430544023553,"rt @radiofreetom: from now on, when someone says x thousand from covid! i'm just going keep reposting this. covid deaths are now, overwhel…",en
1495561430950715393,rt @richardjmurphy: boris johnson has said this morning that covid is still dangerous for vulnerable people. despite this he is lifting all…,en
1495561432297050113,@nathaliejacoby1 i got covid last week from being in the same room as someone who was also wearing a mask and i was… https://t.co/li928iwbqc,en
1495561432968011777,rt @haruharu_w_bts: 🐨let's focus on the concert in korea and then more things might be released but because of covid (things are uncertain)…,en
1495561433823674371,rt @donnahouston_: wonderful to see this paper published.  well done all!,en
1495561434113191941,rt @tnovitz: i tested positive for covid today &amp; the idea that there should be no legal obligation to self-isolate is terrifying (in terms…,en
1495561434276986880,@farmgeek mandate covid tests if you want to participate in an occupation/protest,en
1495561434293538817,russia has updated the list of measures to combat covid-19https://t.co/whakwurkrj,en
1495561434431832064,rt @matt90415756: australia: another country where ‘covid’ infections and deaths have been far higher since the fake vaccine rollout. https…,en
1495561434608320512,"rt @aardvarkaudrey: @razorback11111 we shut down entire schools to “deep clean” every classroom, assembly hall, toilet block for case of co…",en
1495561435988250625,"rt @nzmorningreport: ""the protesters have had their say, it is time they go home.""#listen prime minister jacinda ardern says disruption c…",en
1495561435849629697,"rt @drfrancesryan: even by the mail’s standards, this is grotesque propaganda. coronavirus isn’t some moral challenge - if you try hard eno…",en
1495561436524945409,"rt @dalecain19: @markyoungtruth if the vaccines really worked, covid would have been history a year and a half ago!",en
1495561436768382977,mental ill health is concerning. we know that #evidencebased parenting support can help.,en
1495561437581754372,@josh__gesell @jeromeadamsmd but you're also not doing any good by just rolling over.  you're just being self servi… https://t.co/3h7m8qsta5,en
1495561437736964098,nmixx tunda showcase debut usai bae positif covid-19 https://t.co/q4pimftowx,en
1495561438244610048,rt @jackposobiec: why does the government expect us to believe them about ukraine after what they just pulled with covid,en
1495561438307532802,rt @deathball13: what #democrats used as a distraction for #voterfraud to elect @joebiden #racistinchief apparently think the #democrat par…,en
1495561438945226752,@dremer7676 @rynofied @adamkinzinger pro vaccine after being anti-vaccine and lying about covid for years,en
1495561439582597121,rt @abcworldnews: the queen has covid: get-well wishes are pouring in for queen elizabeth after buckingham palace confirmed the 95-year-old…,en
1495561439632834572,"rt @michaelpsenger: thousands march in a massive protest against vaccine passes and covid tyranny today in zürich, switzerland.https://t.c…",en
1495561440815689732,"rt @pjhn22: @letsfishsmarter covid is damaging to the body. the impacts from this ""let it spread"" mentality by gov will be felt for generat…",en
1495561440710823936,@cenkuygur talks about conservatives living in fear.-wears 2 mask-has all vaccines for covid.-has 37 boosters.… https://t.co/nlpkxjdgqh,en
1495561440907993092,@tjames1004 @lifeinariesland correct.  i’ve not said it doesn’t kill any specific group.  risk striation is critica… https://t.co/m5i7el9rpz,en
1495561440715055111,@cdcgov @cdcdirector history will not be kind to you or generations of yours!!! hope selling out with your fellow… https://t.co/10etl2tukb,en
1495561441541332999,@nagivatorjan @linzibwigs @ranger_samy *cough*https://t.co/ujfmjl4s5p,en
1495561442321436677,"rt @archrose90: wishing her majesty a speedy recovery after testing positive for covid. ""mild cold-like symptoms"" reported but expects to…",en
1495561442296475651,the queen tests positive for covid https://t.co/ymwtcaozi1,en
1495561442753458176,@skynews she’s going to use a cheat code and beat covid.,en
1495561443072217099,"rt @lizzieslists: are people really ok with knowing that if they go out to dinner, the chef and restaurant staff could have covid, if they…",en
1495561443084685312,"@justinbieber hope you are feeling well. the show was a great success, but don't think that it was your fault in th… https://t.co/hepzi4jtir",en
1495561444145958915,"rt @robfrancis82: i’m really trying to not dunk on people so much, be a better tweeter, etc. but today, an account with 76k followers has b…",en
1495561444661899266,rt @lewis_goodall: it’s been an extraordinary week for the royal family. tuesday: prince andrew settles with virginia guiffre. wednesday:…,en
1495561443684806657,“board-certified funeral directors and embalmers are coming forward to tell tales of horror featuring vac.cinated b… https://t.co/agzbqs5qjn,en
1495561445198729221,rt @middleeast: hong kong is considering stricter social-distancing measures to curtail an escalating outbreak that’s strained its hospital…,en
1495561445353918468,"rt @maajidnawaz: macron’s stormtroopers enforcing unscientific, illogical &amp; discriminatory covid mandates against the french people, using…",en
1495561444221341700,"us breakthrough covid deaths reported by state and county health departments and by media outletstotal: 46,609n… https://t.co/lckjurb1tf",en
1495561445324607489,wait until they study covid: https://t.co/uebya647xc,en
1495561445588680706,"fort detrick is authoritatively recognized as the birthplace of covid-19. finally, an institution has come forward… https://t.co/t9xgqwat6l",en
1495561445794144258,@reporterteresa @nytimes kids under 12 were literally never at great risk from covid - when are you going to acknow… https://t.co/eqhj22wvwq,en
1495561446138302465,"rt @devilstower: 21 years ago, one guy, in england, put explosives in his shoes and tried to light them with a match. no one was harmed. fo…",en
1495561446453035009,rt @mailonline: fourth covid jabs will be rolled out for over-75s and vulnerable in weeks https://t.co/5mqqfsyv1i,en
1495561446444486656,rt @marizen19226677: on point with republican governor and legislators at that on the helm! hey republican voters try and give democrats  a…,en
1495561446595477504,rt @nikkifried: what kind of person would do this?!?https://t.co/izvwwy6mt6,en
1495561446524084229,rt @jackposobiec: why does the government expect us to believe them about ukraine after what they just pulled with covid,en
1495561447354646530,"rt @suemp19hba: @hendopolis she’s isolating, working from home and protecting others. that’s her example. she is not carrying on as if covi…",en
1495561447602073602,previoushttps://t.co/l76hbfuhpy,en
1495561447899680769,"rt @zealandearly: just had to say my goodbyes to my sedated father-in-law in hospital via video call, he will pass away today due to compli…",en
1495561448101232643,"rt @e_got_tweets: just so we are clear on this, if covid were a risk to kids, you’d personally know several dead kids after two years. it w…",en
